PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,QUARTER,YEAR
Brower Park,BROOKLYN,7.047,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Joyce Kilmer Park,BRONX,6.882,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Maria Hernandez Park,BROOKLYN,6.873,ONE ACRE OR LARGER,0,0.0,2.0,1.0,0,0.0,0.0,3.0,Q4,2023
The High Line,MANHATTAN,6.73,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Friends Field,BROOKLYN,6.7,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Lindower Park,BROOKLYN,6.7,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
J. Hood Wright Park,MANHATTAN,6.699,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2023
Wnyc Transmitter Park,BROOKLYN,6.611,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Spuyten Duyvil Shorefront Park,BRONX,6.6,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Park Avenue Malls,MANHATTAN,6.593,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Westwood Park,STATEN ISLAND,6.563,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Union Square Park,MANHATTAN,6.51,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,5.0,0.0,6.0,Q4,2023
Concrete Plant Park,BRONX,6.438,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Col. Young Playground,MANHATTAN,6.423,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bradys Pond Park,STATEN ISLAND,6.402,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Cooper Park,BROOKLYN,6.401,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Gravesend Park,BROOKLYN,6.379,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Dr. Charles R. Drew Park,QUEENS,6.336,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Trinity Park,BROOKLYN,6.3,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Madison Square Park,MANHATTAN,6.234,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,4.0,0.0,5.0,Q4,2023
Elmhurst Park,QUEENS,6.219,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Fort Hamilton Athletic Field,BROOKLYN,6.194,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Ambrosini Field,BRONX,6.1,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Clearview Park,QUEENS,6.05,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Ralph Demarco Park,QUEENS,6.03,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Wingate Park,BROOKLYN,5.888,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Unnamed Park On Drumgoole Road & Huguenot Avenue,STATEN ISLAND,5.848,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
De Witt Clinton Park,MANHATTAN,5.829,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Unnamed Park On Boundary Avenue,STATEN ISLAND,5.765,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2023
Van Voorhees Park,BROOKLYN,5.739,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Hallets Cove Playground,QUEENS,5.7,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Mckinley Park,BROOKLYN,5.655,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Southern Fields,QUEENS,5.593,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Devoe Park,BRONX,5.44,ONE ACRE OR LARGER,0,0.0,1.0,1.0,0,0.0,0.0,2.0,Q4,2023
St. Michael'S Playground,QUEENS,5.43,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Kennedy Playground,QUEENS,5.4,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Mafera Park,QUEENS,5.4,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Seagirt Ave Wetlands,QUEENS,5.323,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
John Paul Jones Park,BROOKLYN,5.317,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Walker Park,STATEN ISLAND,5.278,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Old Place Creek Park,STATEN ISLAND,5.233,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Hoover - Manton Playgrounds,QUEENS,5.2,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Gen. Douglas Macarthur Park,STATEN ISLAND,5.165,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Grover Cleveland Playground,QUEENS,5.1,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Police Officer Edward Byrne Park,QUEENS,4.966,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Cypress Hills Playground,BROOKLYN,4.947,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Seth Low Playground/ Bealin Square,BROOKLYN,4.945,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Kelly Park,BROOKLYN,4.896,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Socrates Sculpture Park,QUEENS,4.893,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Beach 9 Playground,QUEENS,4.863,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
South Beach Wetlands,STATEN ISLAND,4.794,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Naples Playground,STATEN ISLAND,4.784,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Raoul Wallenberg Forest,BRONX,4.73,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
West Harlem Piers,MANHATTAN,4.712,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Sports Park,STATEN ISLAND,4.647,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Washington'S Walk,BRONX,4.637,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Marconi Park,QUEENS,4.635,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Cambria Playground,QUEENS,4.635,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Valentino Pier,BROOKLYN,4.525,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Graniteville Quarry Park,STATEN ISLAND,4.465,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Montbellier Park,QUEENS,4.427,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Quarry Ballfields,BRONX,4.417,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Richman (Echo) Park,BRONX,4.385,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Jerome Park,BRONX,4.359,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Corlears Hook Park,MANHATTAN,4.355,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
"Phil ""Scooter"" Rizzuto Park",QUEENS,4.353,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Asphalt Green,MANHATTAN,4.35,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Faber Pool And Park,STATEN ISLAND,4.339,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Machate Circle,BROOKLYN,4.32,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Hamilton Fish Park,MANHATTAN,4.3,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Tiffany Street Pier,BRONX,4.231,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Kingdom Pond Park,STATEN ISLAND,4.22,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Columbus Park Brooklyn,BROOKLYN,4.14,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Stapleton Playground,STATEN ISLAND,4.096,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Sternberg Park,BROOKLYN,4.044,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Colucci Playground,BRONX,4.0,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Northerleigh Park,STATEN ISLAND,3.955,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Stuyvesant Square,MANHATTAN,3.928,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Last Chance Pond Park,STATEN ISLAND,3.903,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Fordham Landing Playground,BRONX,3.9,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Chelsea Park,MANHATTAN,3.9,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
North 5Th Street Pier And Park,BROOKLYN,3.882,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Haggerty Park,QUEENS,3.867,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Jacob H. Schiff Playground,MANHATTAN,3.852,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Grant Park,BRONX,3.85,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
East Elmhurst Playground,QUEENS,3.827,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Joseph Austin Playground,QUEENS,3.814,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Unnamed Park On Rockaway Boardwalk & Crest Road,QUEENS,3.809,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Lincoln Center Plaza,MANHATTAN,3.8,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Ingram Woods,STATEN ISLAND,3.77,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Farm Playground,QUEENS,3.757,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Hinton Park,QUEENS,3.735,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,0.0,0.0,1.0,Q4,2023
Louis Pasteur Park,QUEENS,3.673,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Whitey Ford Field,QUEENS,3.622,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Pomonok Playground,QUEENS,3.596,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Clawson Playground,STATEN ISLAND,3.593,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bennett Rest,MANHATTAN,3.567,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Governor Smith Playground,BRONX,3.564,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Paerdegat Park,BROOKLYN,3.56,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Amersfort Park,BROOKLYN,3.557,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
City Line Park,BROOKLYN,3.552,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bailey Playground,BRONX,3.533,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Nautilus Playground Queens,QUEENS,3.52,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Vinmont Veteran Park,BRONX,3.5,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Mcdonald Playground Brooklyn,BROOKLYN,3.485,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
The Olde Towne Of Flushing Burial Ground,QUEENS,3.474,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Wegener Park,STATEN ISLAND,3.464,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Unnamed Park On Beach Channel Drive & Beach 89Th To Old Beach 88Th Street,QUEENS,3.43,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Julio Carballo Fields,BRONX,3.428,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Grady Playground,BROOKLYN,3.403,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
St. Michael'S Park,QUEENS,3.4,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Breininger Park,QUEENS,3.4,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Co-Op City Field,BRONX,3.4,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Greenwood Playground,BROOKLYN,3.39,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
St. Andrew'S Playground,BROOKLYN,3.38,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2023
Seward Park,MANHATTAN,3.361,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2023
Behagen Playground,BRONX,3.348,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Dugan Playground,STATEN ISLAND,3.333,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Evergreen Park,QUEENS,3.32,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
John Jay Park,MANHATTAN,3.312,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
University Woods,BRONX,3.306,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Watson Gleason Playground,BRONX,3.301,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Tottenville Pool,STATEN ISLAND,3.259,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Vito Locascio Field,QUEENS,3.258,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Callahan-Kelly Playground,BROOKLYN,3.253,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Judge Moses Weinstein Playground,QUEENS,3.25,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Columbus Park At Manhattan,MANHATTAN,3.233,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Greencroft Playground,STATEN ISLAND,3.23,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Scarangella Park,BROOKLYN,3.214,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Saratoga Park,BROOKLYN,3.214,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bill Brown Playground,BROOKLYN,3.214,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Jamaica Playground,QUEENS,3.21,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Noble Playground,BRONX,3.21,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Marcy Playground,BROOKLYN,3.201,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Lyons Pool,STATEN ISLAND,3.195,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Wayanda Park,QUEENS,3.17,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
American Veterans Memorial Pier,BROOKLYN,3.169,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Holcombe Rucker Park,MANHATTAN,3.125,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Jesse Owens Playground,BROOKLYN,3.1,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
East River Walk,MANHATTAN,3.089,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Park Of The Americas,QUEENS,3.076,ONE ACRE OR LARGER,0,0.0,1.0,1.0,0,0.0,0.0,2.0,Q4,2023
Brooklyn Heights Promenade,BROOKLYN,3.035,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
J.J. Byrne Playground,BROOKLYN,3.03,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Hero Park,STATEN ISLAND,3.024,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Nostrand Playground,BROOKLYN,3.023,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Fort Independence Playground,BRONX,3.02,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,0.0,0.0,1.0,Q4,2023
Brownsville Playground,BROOKLYN,3.017,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Grandview Playground,STATEN ISLAND,3.014,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Lawrence Virgilio Playground,QUEENS,3.009,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Jacob Joffe Fields,BROOKLYN,2.984,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Classon Playground At Classon Avenue & Kent,BROOKLYN,2.982,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Utopia Playground,QUEENS,2.98,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bath Beach Park,BROOKLYN,2.964,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Glen Oaks Oval,QUEENS,2.948,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Poseidon Playground,BROOKLYN,2.944,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Merriam Playground,BRONX,2.944,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Robert E. Venable Park,BROOKLYN,2.939,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Lefferts Playground,QUEENS,2.937,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Walt Whitman Park,BROOKLYN,2.913,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Westerleigh Park,STATEN ISLAND,2.889,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Peters Field,QUEENS,2.872,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Delphin H. Greene Playground,QUEENS,2.861,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Hoffman Park,QUEENS,2.857,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Markham Playground,STATEN ISLAND,2.836,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Sperandeo Brothers Playground,BROOKLYN,2.799,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bushwick Playground On Knickerbocker Avenue,BROOKLYN,2.783,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Irving Square Park,BROOKLYN,2.76,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
St. Vartan Park,MANHATTAN,2.759,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Ravenswood Playground,QUEENS,2.758,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Gorman Playground,QUEENS,2.755,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Louis Cuvillier Park,MANHATTAN,2.752,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Grace Playground,BROOKLYN,2.744,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q4,2023
Green Central Knoll,BROOKLYN,2.741,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Detective William T. Gunn Park,QUEENS,2.719,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Holy Cow Playground,QUEENS,2.7,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bayside Fields,QUEENS,2.69,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Hickman Playground,BROOKLYN,2.656,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Arbutus Woods Park,STATEN ISLAND,2.65,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Stars & Stripes Playground,BRONX,2.646,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
P.O. Serrano Playground,BRONX,2.618,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Coleman Playground,MANHATTAN,2.61,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Margaret I. Carman Green - Weeping Beech,QUEENS,2.6,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,0.0,0.0,1.0,Q4,2023
Kathy Reilly Triangle,BROOKLYN,2.589,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Riverdale Playground,BRONX,2.58,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Marie Curie Park,QUEENS,2.552,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Edenwald Playground,BRONX,2.537,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Thomas Greene Playground,BROOKLYN,2.525,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Murray Playground,QUEENS,2.524,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Big Bush Park,QUEENS,2.5,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Bathgate Playground,BRONX,2.5,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Joseph Rodman Drake Park,BRONX,2.49,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Indepence Park Sylvan Grove Cemetery,STATEN ISLAND,2.476,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Alley Park,QUEENS,2.446,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Frederick Johnson Playground,MANHATTAN,2.445,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Damrosch Park,MANHATTAN,2.443,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q4,2023
Asser Levy Playground,MANHATTAN,2.436,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q4,2023
