PARK,BOROUGH,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL,QUARTER,YEAR
Unnamed Park On Richmond Terrace,STATEN ISLAND,9.934,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Hybrid Oak Woods Park,STATEN ISLAND,9.763,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Washington Square Park,MANHATTAN,9.749,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Bryant Park,MANHATTAN,9.603,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q1,2015
Rockaway Freeway,QUEENS,9.404,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Bicentennial Veterans Memorial Park,BRONX,9.395,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Sunset Cove Park,QUEENS,9.375,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
St. John'S Recreation Center,BROOKLYN,9.339,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,1.0,0.0,2.0,Q1,2015
Linden Park,BROOKLYN,9.322,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Haffen Park,BRONX,9.238,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Allison Pond Park,STATEN ISLAND,9.2,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Graniteville Swamp Park,STATEN ISLAND,9.187,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Tottenville Shore Park,STATEN ISLAND,9.181,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Captain Tilly Park,QUEENS,9.16,ONE ACRE OR LARGER,0,0.0,2.0,0.0,0,0.0,0.0,2.0,Q1,2015
Harvey Park,QUEENS,9.154,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Msgr. Mcgolrick Park,BROOKLYN,9.134,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Bushwick Inlet Park,BROOKLYN,9.01,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Henry Hudson Park,BRONX,8.972,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Frank Principe Park,QUEENS,8.899,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Castle Hill Park,BRONX,8.834,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Rochdale Park,QUEENS,8.833,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Abe Stark Skating Rink,BROOKLYN,8.807,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
City Hall Park,MANHATTAN,8.8,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
East River Waterfront Esplanade,MANHATTAN,8.761,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Crotona Parkway Malls,BRONX,8.75,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Coney Island Creek Park,BROOKLYN,8.663,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Mill Rock Park,MANHATTAN,8.639,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
East River Esplanade E 90Th St To E 125Th St,MANHATTAN,8.595,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
John J Carty Park,BROOKLYN,8.565,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q1,2015
Coffey Park,BROOKLYN,8.271,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Barrett Park,STATEN ISLAND,8.108,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Rainey Park Queens,QUEENS,8.09,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Laguardia Landing Lights,QUEENS,8.03,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
City Island Wetlands,BRONX,8.005,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Sara D. Roosevelt Park,MANHATTAN,7.85,ONE ACRE OR LARGER,0,0.0,0.0,1.0,0,3.0,1.0,5.0,Q1,2015
Ewen Park,BRONX,7.84,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Herbert Von King Park,BROOKLYN,7.819,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Mount Prospect Park,BROOKLYN,7.79,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Rainey Park Bronx,BRONX,7.738,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Detective Keith L Williams Park,QUEENS,7.683,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Flushing Fields,QUEENS,7.671,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Palmer Inlet,BRONX,7.49,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Midland Field,STATEN ISLAND,7.463,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Schmul Park,STATEN ISLAND,7.395,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Bridge Park Bronx,BRONX,7.156,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Beach 30Th Street Playground,QUEENS,7.122,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Brower Park,BROOKLYN,7.047,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Joyce Kilmer Park,BRONX,6.882,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Maria Hernandez Park,BROOKLYN,6.873,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
The High Line,MANHATTAN,6.73,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Friends Field,BROOKLYN,6.7,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Lindower Park,BROOKLYN,6.7,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
J. Hood Wright Park,MANHATTAN,6.699,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Wnyc Transmitter Park,BROOKLYN,6.611,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Spuyten Duyvil Shorefront Park,BRONX,6.6,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Park Avenue Malls,MANHATTAN,6.593,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Westwood Park,STATEN ISLAND,6.563,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Union Square Park,MANHATTAN,6.51,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q1,2015
Concrete Plant Park,BRONX,6.438,ONE ACRE OR LARGER,0,0.0,2.0,0.0,0,0.0,0.0,2.0,Q1,2015
Col. Young Playground,MANHATTAN,6.423,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Bradys Pond Park,STATEN ISLAND,6.402,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Cooper Park,BROOKLYN,6.401,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Gravesend Park,BROOKLYN,6.379,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Dr. Charles R. Drew Park,QUEENS,6.336,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Trinity Park,BROOKLYN,6.3,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Madison Square Park,MANHATTAN,6.234,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Elmhurst Park,QUEENS,6.219,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q1,2015
Fort Hamilton Athletic Field,BROOKLYN,6.194,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Ambrosini Field,BRONX,6.1,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Clearview Park,QUEENS,6.05,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Ralph Demarco Park,QUEENS,6.03,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Wingate Park,BROOKLYN,5.888,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Unnamed Park On Drumgoole Road & Huguenot Avenue,STATEN ISLAND,5.848,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
De Witt Clinton Park,MANHATTAN,5.829,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Unnamed Park On Boundary Avenue,STATEN ISLAND,5.765,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Van Voorhees Park,BROOKLYN,5.739,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Hallets Cove Playground,QUEENS,5.7,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Mckinley Park,BROOKLYN,5.655,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Southern Fields,QUEENS,5.593,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Devoe Park,BRONX,5.44,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
St. Michael'S Playground,QUEENS,5.43,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,1.0,0.0,1.0,Q1,2015
Kennedy Playground,QUEENS,5.4,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Mafera Park,QUEENS,5.4,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Seagirt Ave Wetlands,QUEENS,5.323,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
John Paul Jones Park,BROOKLYN,5.317,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Walker Park,STATEN ISLAND,5.278,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Old Place Creek Park,STATEN ISLAND,5.233,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Hoover - Manton Playgrounds,QUEENS,5.2,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Gen. Douglas Macarthur Park,STATEN ISLAND,5.165,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Grover Cleveland Playground,QUEENS,5.1,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Police Officer Edward Byrne Park,QUEENS,4.966,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Cypress Hills Playground,BROOKLYN,4.947,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Seth Low Playground/ Bealin Square,BROOKLYN,4.945,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Kelly Park,BROOKLYN,4.896,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Socrates Sculpture Park,QUEENS,4.893,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Beach 9 Playground,QUEENS,4.863,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
South Beach Wetlands,STATEN ISLAND,4.794,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Naples Playground,STATEN ISLAND,4.784,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Raoul Wallenberg Forest,BRONX,4.73,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
West Harlem Piers,MANHATTAN,4.712,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Sports Park,STATEN ISLAND,4.647,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Washington'S Walk,BRONX,4.637,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Cambria Playground,QUEENS,4.635,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Marconi Park,QUEENS,4.635,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Valentino Pier,BROOKLYN,4.525,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Graniteville Quarry Park,STATEN ISLAND,4.465,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Montbellier Park,QUEENS,4.427,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Quarry Ballfields,BRONX,4.417,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Richman (Echo) Park,BRONX,4.385,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Jerome Park,BRONX,4.359,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Corlears Hook Park,MANHATTAN,4.355,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
"Phil ""Scooter"" Rizzuto Park",QUEENS,4.353,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Asphalt Green,MANHATTAN,4.35,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Faber Pool And Park,STATEN ISLAND,4.339,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Machate Circle,BROOKLYN,4.32,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Hamilton Fish Park,MANHATTAN,4.3,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Tiffany Street Pier,BRONX,4.231,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Kingdom Pond Park,STATEN ISLAND,4.22,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Columbus Park Brooklyn,BROOKLYN,4.14,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Stapleton Playground,STATEN ISLAND,4.096,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Sternberg Park,BROOKLYN,4.044,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Colucci Playground,BRONX,4.0,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Northerleigh Park,STATEN ISLAND,3.955,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Stuyvesant Square,MANHATTAN,3.928,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Last Chance Pond Park,STATEN ISLAND,3.903,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Chelsea Park,MANHATTAN,3.9,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Fordham Landing Playground,BRONX,3.9,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
North 5Th Street Pier And Park,BROOKLYN,3.882,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Haggerty Park,QUEENS,3.867,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Jacob H. Schiff Playground,MANHATTAN,3.852,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Grant Park,BRONX,3.85,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
East Elmhurst Playground,QUEENS,3.827,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Joseph Austin Playground,QUEENS,3.814,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Unnamed Park On Rockaway Boardwalk & Crest Road,QUEENS,3.809,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Lincoln Center Plaza,MANHATTAN,3.8,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Ingram Woods,STATEN ISLAND,3.77,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Farm Playground,QUEENS,3.757,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Hinton Park,QUEENS,3.735,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Louis Pasteur Park,QUEENS,3.673,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Whitey Ford Field,QUEENS,3.622,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Pomonok Playground,QUEENS,3.596,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Clawson Playground,STATEN ISLAND,3.593,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Bennett Rest,MANHATTAN,3.567,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Governor Smith Playground,BRONX,3.564,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Paerdegat Park,BROOKLYN,3.56,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Amersfort Park,BROOKLYN,3.557,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
City Line Park,BROOKLYN,3.552,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Bailey Playground,BRONX,3.533,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Nautilus Playground Queens,QUEENS,3.52,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Vinmont Veteran Park,BRONX,3.5,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Mcdonald Playground Brooklyn,BROOKLYN,3.485,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
The Olde Towne Of Flushing Burial Ground,QUEENS,3.474,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Wegener Park,STATEN ISLAND,3.464,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Unnamed Park On Beach Channel Drive & Beach 89Th To Old Beach 88Th Street,QUEENS,3.43,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Julio Carballo Fields,BRONX,3.428,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Grady Playground,BROOKLYN,3.403,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Breininger Park,QUEENS,3.4,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Co-Op City Field,BRONX,3.4,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
St. Michael'S Park,QUEENS,3.4,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Greenwood Playground,BROOKLYN,3.39,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
St. Andrew'S Playground,BROOKLYN,3.38,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Seward Park,MANHATTAN,3.361,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Behagen Playground,BRONX,3.348,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q1,2015
Dugan Playground,STATEN ISLAND,3.333,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Evergreen Park,QUEENS,3.32,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
John Jay Park,MANHATTAN,3.312,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
University Woods,BRONX,3.306,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Watson Gleason Playground,BRONX,3.301,ONE ACRE OR LARGER,0,0.0,1.0,0.0,0,0.0,0.0,1.0,Q1,2015
Tottenville Pool,STATEN ISLAND,3.259,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Vito Locascio Field,QUEENS,3.258,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Callahan-Kelly Playground,BROOKLYN,3.253,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Judge Moses Weinstein Playground,QUEENS,3.25,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Columbus Park At Manhattan,MANHATTAN,3.233,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Greencroft Playground,STATEN ISLAND,3.23,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Bill Brown Playground,BROOKLYN,3.214,ONE ACRE OR LARGER,0,0.0,0.0,0.0,1,0.0,0.0,1.0,Q1,2015
Saratoga Park,BROOKLYN,3.214,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Scarangella Park,BROOKLYN,3.214,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Jamaica Playground,QUEENS,3.21,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Noble Playground,BRONX,3.21,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Marcy Playground,BROOKLYN,3.201,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Lyons Pool,STATEN ISLAND,3.195,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Wayanda Park,QUEENS,3.17,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
American Veterans Memorial Pier,BROOKLYN,3.169,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Holcombe Rucker Park,MANHATTAN,3.125,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Jesse Owens Playground,BROOKLYN,3.1,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
East River Walk,MANHATTAN,3.089,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Park Of The Americas,QUEENS,3.076,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Brooklyn Heights Promenade,BROOKLYN,3.035,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
J.J. Byrne Playground,BROOKLYN,3.03,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Hero Park,STATEN ISLAND,3.024,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Nostrand Playground,BROOKLYN,3.023,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Fort Independence Playground,BRONX,3.02,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Brownsville Playground,BROOKLYN,3.017,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Grandview Playground,STATEN ISLAND,3.014,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Lawrence Virgilio Playground,QUEENS,3.009,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
Jacob Joffe Fields,BROOKLYN,2.984,ONE ACRE OR LARGER,0,0.0,0.0,0.0,0,0.0,0.0,0.0,Q1,2015
